"Location","Year","Week","Num_Patients","Total_ILI","Total_tests","H1_pos","B_pos","H3_pos"
14,2012,5,395,103,17,0,0,0
14,2012,6,389,120,13,0,1,0
14,2012,7,425,124,12,0,1,0
14,2012,8,396,116,5,0,0,0
14,2012,9,398,114,15,0,2,1
14,2012,10,363,103,8,0,1,0
14,2012,11,508,95,13,0,3,0
14,2012,12,427,96,8,0,2,0
14,2012,13,441,94,9,0,2,0
14,2012,14,262,86,11,0,3,0
14,2012,15,404,74,7,0,2,2
14,2012,16,404,39,14,0,2,1
14,2012,17,381,34,8,0,2,1
14,2012,18,261,21,12,0,3,1
14,2012,19,409,57,9,0,3,2
14,2012,20,450,48,9,0,0,6
14,2012,21,460,42,11,0,1,4
14,2012,22,462,52,10,0,1,3
14,2012,23,521,108,11,0,2,4
14,2012,24,551,68,6,0,1,2
14,2012,25,542,103,12,0,0,7
14,2012,26,489,78,11,0,2,2
14,2012,27,431,97,10,0,2,5
14,2012,28,504,59,10,0,3,3
14,2012,29,498,59,11,0,0,1
14,2012,30,500,57,8,0,2,3
14,2012,31,489,95,7,0,0,0
14,2012,32,477,71,12,0,2,0
14,2012,33,465,54,11,0,1,0
14,2012,34,523,53,10,0,4,0
14,2012,35,559,75,10,0,1,0
14,2012,36,453,71,10,0,1,0
14,2012,37,591,96,11,0,4,0
14,2012,38,703,75,9,0,1,0
14,2012,39,621,78,8,0,2,0
14,2012,40,729,71,12,0,5,0
14,2012,41,905,69,11,0,4,0
14,2012,42,755,143,10,0,4,0
14,2012,43,752,83,8,0,1,0
14,2012,44,879,96,8,0,2,0
14,2012,45,727,165,13,0,6,0
14,2012,46,617,124,4,0,1,0
14,2012,47,620,77,12,0,1,0
14,2012,48,608,58,10,0,3,0
14,2012,49,565,80,11,0,2,0
14,2012,50,553,74,13,0,0,0
14,2012,51,518,93,10,0,1,0
14,2012,52,454,61,10,0,1,0
14,2013,1,377,59,11,0,2,0
14,2013,2,440,75,7,0,0,0
14,2013,3,474,154,13,0,0,0
14,2013,4,461,152,10,0,0,0
14,2013,5,422,138,10,0,0,0
14,2013,6,387,107,8,0,0,0
14,2013,7,NA,NA,NA,NA,NA,NA
14,2013,8,441,132,13,0,0,0
14,2013,9,421,93,2,0,0,0
14,2013,10,447,70,3,1,0,0
14,2013,11,403,95,9,1,0,0
14,2013,12,409,130,8,0,0,0
14,2013,13,470,128,13,0,0,0
14,2013,14,502,95,14,4,0,0
14,2013,15,460,73,11,4,0,0
14,2013,16,351,56,16,5,0,2
14,2013,17,417,71,10,4,0,0
14,2013,18,228,33,8,4,0,1
14,2013,19,NA,NA,NA,NA,NA,NA
14,2013,20,403,74,13,3,0,0
14,2013,21,436,77,13,4,0,2
14,2013,22,392,106,12,3,0,2
14,2013,23,596,106,10,3,0,3
14,2013,24,261,91,11,3,0,1
14,2013,25,285,138,15,2,0,6
14,2013,26,319,165,13,4,0,2
14,2013,27,214,81,11,3,0,2
14,2013,28,215,100,16,2,0,6
14,2013,29,198,61,7,0,0,0
14,2013,30,171,37,13,0,0,4
14,2013,31,237,116,14,2,0,0
14,2013,32,191,46,12,1,0,0
14,2013,33,210,58,9,0,1,1
14,2013,34,171,58,8,0,0,2
14,2013,35,229,106,7,0,0,0
14,2013,36,182,72,13,0,0,2
14,2013,37,228,126,10,0,0,0
14,2013,38,184,37,9,0,1,0
14,2013,39,199,59,11,0,0,0
14,2013,40,423,280,13,0,3,0
14,2013,41,233,109,9,0,2,2
14,2013,42,440,311,9,0,1,0
14,2013,43,325,156,11,0,2,0
14,2013,44,316,149,8,0,0,1
14,2013,45,303,129,11,1,0,2
14,2013,46,399,196,12,0,2,0
14,2013,47,452,259,8,0,0,4
14,2013,48,298,119,10,0,1,0
14,2013,49,515,312,12,0,0,1
14,2013,50,281,102,8,0,2,1
14,2013,51,515,313,12,0,1,0
14,2013,52,418,232,7,0,0,2
14,2014,1,628,431,10,0,1,0
14,2014,2,386,157,10,0,0,0
14,2014,3,503,262,11,0,1,1
14,2014,4,586,295,0,0,0,0
14,2014,5,227,108,0,0,0,0
14,2014,6,349,168,6,0,0,0
14,2014,7,416,230,7,0,0,0
14,2014,8,492,311,11,0,0,0
14,2014,9,437,213,12,0,0,0
14,2014,10,529,308,12,0,0,1
14,2014,11,462,180,9,0,2,0
14,2014,12,448,236,6,0,0,0
14,2014,13,423,210,13,1,4,1
14,2014,14,344,144,14,0,4,2
14,2014,15,432,191,17,0,1,2
14,2014,16,489,219,11,1,0,6
14,2014,17,591,341,21,1,5,7
14,2014,18,358,127,6,0,0,5
14,2014,19,612,359,13,1,0,9
14,2014,20,425,135,15,0,2,7
14,2014,21,438,234,15,0,2,4
14,2014,22,416,228,10,0,0,6
14,2014,23,332,154,14,0,0,4
14,2014,24,337,165,12,0,0,4
14,2014,25,262,132,14,0,4,1
14,2014,26,424,206,12,0,0,2
14,2014,27,273,88,7,0,1,1
14,2014,28,332,133,11,0,0,0
14,2014,29,287,62,11,0,0,0
14,2014,30,426,214,13,0,1,0
14,2014,31,382,146,18,0,3,0
14,2014,32,321,69,12,0,3,0
14,2014,33,520,298,11,0,0,0
14,2014,34,443,218,14,0,2,0
14,2014,35,481,267,10,0,1,0
14,2014,36,345,130,14,0,4,0
14,2014,37,380,141,12,0,2,1
14,2014,38,299,120,12,0,7,0
14,2014,39,496,275,12,0,1,0
14,2014,40,398,176,12,0,1,0
14,2014,41,424,180,14,0,4,0
14,2014,42,529,291,12,0,3,0
14,2014,43,409,138,16,0,5,0
14,2014,44,438,182,10,0,3,0
14,2014,45,383,175,15,0,0,0
14,2014,46,419,193,11,0,0,0
14,2014,47,499,236,13,0,1,0
14,2014,48,420,180,13,0,3,0
14,2014,49,402,162,13,0,0,0
14,2014,50,405,144,14,0,4,0
14,2014,51,379,177,13,0,2,0
14,2014,52,328,63,17,0,0,0
14,2015,1,343,67,3,0,0,0
14,2015,2,329,120,8,0,0,0
14,2015,3,440,186,11,0,0,0
14,2015,4,353,105,11,1,0,0
14,2015,5,426,158,11,0,0,0
14,2015,6,463,217,11,0,0,2
14,2015,7,342,78,0,0,0,0
14,2015,8,311,122,0,0,0,0
14,2015,9,368,158,12,1,0,1
14,2015,10,276,72,10,1,0,2
14,2015,11,396,153,12,5,0,1
14,2015,12,395,169,12,4,0,5
14,2015,13,504,246,10,6,0,2
14,2015,14,537,182,10,2,0,3
14,2015,15,665,303,11,3,0,5
14,2015,16,584,259,10,2,0,4
14,2015,17,NA,NA,NA,NA,NA,NA
14,2015,18,464,211,2,0,0,0
14,2015,19,453,196,8,2,0,2
14,2015,20,375,102,14,4,0,2
14,2015,21,451,207,8,1,0,1
14,2015,22,523,250,11,3,0,3
14,2015,23,459,196,1,0,0,0
14,2015,24,474,239,11,0,0,4
14,2015,25,457,241,10,0,0,4
14,2015,26,448,193,11,0,0,3
14,2015,27,496,220,12,0,0,5
14,2015,28,538,285,13,1,1,5
14,2015,29,462,264,9,0,0,3
14,2015,30,593,344,11,0,0,4
14,2015,31,592,346,8,0,0,0
14,2015,32,652,376,13,1,0,5
14,2015,33,537,331,9,0,0,4
14,2015,34,470,234,14,0,0,5
14,2015,35,423,208,8,0,0,1
14,2015,36,510,229,8,0,0,2
14,2015,37,430,228,10,0,0,3
14,2015,38,590,302,8,0,0,0
14,2015,39,566,326,6,0,0,1
14,2015,40,649,363,7,0,0,0
14,2015,41,566,359,10,0,0,4
14,2015,42,534,282,2,0,0,1
14,2015,43,632,343,0,0,0,0
14,2015,44,569,311,0,0,0,0
14,2015,45,NA,NA,NA,NA,NA,NA
14,2015,46,NA,NA,NA,NA,NA,NA
14,2015,47,NA,NA,NA,NA,NA,NA
14,2015,48,NA,NA,NA,NA,NA,NA
14,2015,49,NA,NA,NA,NA,NA,NA
14,2015,50,NA,NA,NA,NA,NA,NA
14,2015,51,NA,NA,NA,NA,NA,NA
14,2015,52,NA,NA,NA,NA,NA,NA
15,2006,1,0,0,0,0,0,0
15,2006,2,3775,57,9,0,3,0
15,2006,3,3477,99,6,0,0,0
15,2006,4,2158,57,8,0,1,0
15,2006,5,NA,NA,NA,NA,NA,NA
15,2006,6,NA,NA,NA,NA,NA,NA
15,2006,7,3006,50,6,0,1,0
15,2006,8,3308,62,12,0,0,0
15,2006,9,3018,46,9,0,1,0
15,2006,10,2852,100,9,0,1,0
15,2006,11,2400,109,14,0,0,0
15,2006,12,2400,157,10,0,0,0
15,2006,13,2538,141,8,0,2,0
15,2006,14,2352,108,13,0,1,0
15,2006,15,2433,136,12,0,2,0
15,2006,16,2352,73,9,0,2,0
15,2006,17,2427,121,9,1,0,0
15,2006,18,1991,58,9,0,0,0
15,2006,19,2336,113,10,2,3,0
15,2006,20,2155,85,12,5,2,0
15,2006,21,2409,137,12,6,0,0
15,2006,22,2589,172,10,5,0,0
15,2006,23,2938,237,12,9,0,0
15,2006,24,2487,195,10,7,0,1
15,2006,25,2548,263,11,5,1,0
15,2006,26,2536,170,8,7,0,0
15,2006,27,2515,104,12,5,1,0
15,2006,28,2339,140,10,3,1,0
15,2006,29,2119,100,11,5,1,0
15,2006,30,2148,79,7,1,0,1
15,2006,31,2201,111,12,2,2,0
15,2006,32,2251,110,11,1,1,1
15,2006,33,2526,127,13,0,1,0
15,2006,34,2422,114,12,2,0,0
15,2006,35,2076,120,10,0,0,0
15,2006,36,2134,107,10,0,0,0
15,2006,37,2178,145,9,0,1,0
15,2006,38,2474,170,11,0,0,0
15,2006,39,2811,205,10,0,1,0
15,2006,40,2530,135,11,0,1,2
15,2006,41,2495,126,12,0,3,0
15,2006,42,2745,168,10,0,1,1
15,2006,43,2584,92,10,0,1,0
15,2006,44,2686,219,12,0,4,1
15,2006,45,2631,196,11,0,0,4
15,2006,46,2694,158,14,0,2,4
15,2006,47,2579,157,9,2,1,3
15,2006,48,2567,154,8,1,1,0
15,2006,49,2630,239,8,0,2,2
15,2006,50,2565,161,10,0,1,0
15,2006,51,2970,280,5,0,1,1
15,2006,52,2457,157,7,0,0,2
15,2007,1,618,62,9,0,0,0
15,2007,2,690,98,13,0,0,1
15,2007,3,661,147,10,0,0,0
15,2007,4,686,154,9,0,0,2
15,2007,5,619,140,7,0,0,0
15,2007,6,606,126,12,0,0,0
15,2007,7,0,0,0,0,0,0
15,2007,8,0,0,0,0,0,0
15,2007,9,464,130,8,0,0,1
15,2007,10,552,179,13,0,1,1
15,2007,11,630,121,8,0,0,3
15,2007,12,613,162,13,0,1,0
15,2007,13,409,92,9,0,0,1
15,2007,14,561,137,11,0,0,0
15,2007,15,684,120,11,0,0,2
15,2007,16,652,122,9,0,0,3
15,2007,17,585,149,10,0,0,2
15,2007,18,297,61,9,0,0,0
15,2007,19,521,103,9,0,0,2
15,2007,20,540,78,14,0,1,2
15,2007,21,569,128,10,0,0,6
15,2007,22,731,130,8,0,0,2
15,2007,23,716,150,9,0,0,5
15,2007,24,812,131,11,0,0,6
15,2007,25,612,148,9,0,0,7
15,2007,26,667,189,10,0,0,7
15,2007,27,735,162,11,0,0,5
15,2007,28,662,156,10,0,0,3
15,2007,29,719,146,11,0,0,1
15,2007,30,713,181,7,0,0,1
15,2007,31,634,154,12,0,0,2
15,2007,32,622,163,8,0,0,1
15,2007,33,634,119,11,0,0,0
15,2007,34,569,106,11,0,0,0
15,2007,35,483,112,9,0,0,0
15,2007,36,321,80,9,0,0,0
15,2007,37,482,104,9,0,1,0
15,2007,38,662,133,11,0,0,0
15,2007,39,514,123,11,0,0,1
15,2007,40,594,134,10,0,1,0
15,2007,41,510,117,9,0,1,0
15,2007,42,619,149,11,0,1,0
15,2007,43,510,138,8,0,1,0
15,2007,44,633,162,11,0,3,0
15,2007,45,554,150,10,0,4,0
15,2007,46,636,151,9,0,0,0
15,2007,47,526,129,11,0,3,0
15,2007,48,438,109,15,0,5,0
15,2007,49,547,139,6,0,0,0
15,2007,50,578,124,10,0,2,0
15,2007,51,435,124,8,0,1,0
15,2007,52,405,89,11,0,3,0
15,2008,1,NA,NA,NA,NA,NA,NA
15,2008,2,620,122,9,0,2,0
15,2008,3,974,199,6,0,3,0
15,2008,4,851,234,8,0,1,0
15,2008,5,797,187,14,0,1,0
15,2008,6,842,239,0,0,0,0
15,2008,7,NA,NA,NA,NA,NA,NA
15,2008,8,NA,NA,NA,NA,NA,NA
15,2008,9,773,173,11,0,1,0
15,2008,10,790,188,9,0,1,0
15,2008,11,846,255,13,0,0,0
15,2008,12,921,248,11,0,1,0
15,2008,13,868,207,9,0,0,0
15,2008,14,762,176,11,0,1,0
15,2008,15,909,211,10,0,0,1
15,2008,16,-99,192,8,0,1,0
15,2008,17,709,158,10,0,2,0
15,2008,18,907,214,8,0,0,0
15,2008,19,851,209,11,0,0,0
15,2008,20,766,179,10,0,2,0
15,2008,21,1042,331,10,0,0,0
15,2008,22,1070,241,13,6,3,0
15,2008,23,1169,251,11,5,4,0
15,2008,24,1151,243,10,3,1,0
15,2008,25,1023,237,13,3,1,2
15,2008,26,947,210,10,6,0,0
15,2008,27,931,183,13,6,0,1
15,2008,28,1191,242,10,3,1,1
15,2008,29,1200,265,8,3,0,0
15,2008,30,1289,236,10,4,1,0
15,2008,31,961,216,10,2,0,0
15,2008,32,957,284,10,0,1,0
15,2008,33,1132,209,11,1,1,0
15,2008,34,953,214,12,1,3,0
15,2008,35,965,194,9,2,0,1
15,2008,36,933,242,8,0,3,1
15,2008,37,1031,208,15,4,1,0
15,2008,38,1190,271,8,1,0,1
15,2008,39,1341,398,5,0,0,0
15,2008,40,1361,387,14,1,2,0
15,2008,41,1371,369,11,0,1,0
15,2008,42,1346,343,7,0,0,1
15,2008,43,983,278,12,0,3,1
15,2008,44,1147,294,10,1,0,2
15,2008,45,1123,297,9,0,0,1
15,2008,46,1198,298,10,0,2,1
15,2008,47,1110,352,7,0,2,0
15,2008,48,1077,305,14,1,0,5
15,2008,49,959,263,9,1,1,1
15,2008,50,931,199,9,1,0,1
15,2008,51,1031,269,12,0,0,1
15,2008,52,1950,508,11,0,0,0
15,2009,1,905,219,12,0,0,1
15,2009,2,840,184,12,0,0,0
15,2009,3,-99,220,0,0,0,0
15,2009,4,476,139,0,0,0,0
15,2009,5,NA,NA,NA,NA,NA,NA
15,2009,6,1021,264,11,0,0,0
15,2009,7,908,232,11,0,0,1
15,2009,8,1002,317,9,0,0,0
15,2009,9,1002,289,10,0,0,0
15,2009,10,939,266,11,0,2,0
15,2009,11,1055,346,10,0,0,0
15,2009,12,1072,338,9,0,0,0
15,2009,13,936,258,11,0,0,1
15,2009,14,1020,278,9,0,1,2
15,2009,15,830,224,13,0,0,3
15,2009,16,1041,315,9,0,1,2
15,2009,17,986,371,8,0,0,5
15,2009,18,986,371,27,0,0,11
15,2009,19,1010,345,24,1,0,14
15,2009,20,1165,356,24,0,0,10
15,2009,21,1250,405,24,2,0,12
15,2009,22,998,351,27,3,0,7
15,2009,23,1275,396,24,0,1,9
15,2009,24,1174,385,22,0,2,4
15,2009,25,1111,358,23,0,1,5
15,2009,26,987,300,26,0,0,5
15,2009,27,947,277,28,0,6,1
15,2009,28,881,311,24,0,0,2
15,2009,29,959,289,23,0,2,1
15,2009,30,923,271,18,1,2,1
15,2009,31,1075,313,24,0,1,1
15,2009,32,1075,313,19,6,1,0
15,2009,33,1202,374,27,6,0,0
15,2009,34,1077,351,19,5,0,0
15,2009,35,978,308,10,3,0,0
15,2009,36,989,303,12,9,0,0
15,2009,37,1126,335,9,7,0,0
15,2009,38,1497,453,9,3,0,0
15,2009,39,1365,485,7,3,0,0
15,2009,40,1430,397,9,3,0,0
15,2009,41,1218,273,8,5,0,0
15,2009,42,1088,263,9,1,0,0
15,2009,43,417,248,10,1,0,0
15,2009,44,963,304,7,0,1,0
15,2009,45,879,308,8,1,0,0
15,2009,46,722,215,2,0,0,0
15,2009,47,808,199,12,1,0,0
15,2009,48,704,236,8,0,0,0
15,2009,49,800,250,7,0,0,0
15,2009,50,908,311,6,0,0,0
15,2009,51,896,300,5,0,0,0
15,2009,52,865,280,8,0,0,0
15,2010,1,857,335,4,0,0,0
15,2010,2,857,298,3,0,0,0
15,2010,3,625,201,4,0,0,0
15,2010,4,674,255,7,0,0,0
15,2010,5,680,255,3,0,0,0
15,2010,6,NA,NA,NA,NA,NA,NA
15,2010,7,NA,NA,NA,NA,NA,NA
15,2010,8,530,187,3,0,0,0
15,2010,9,612,263,3,0,0,0
15,2010,10,781,241,4,0,0,0
15,2010,11,896,319,1,0,0,0
15,2010,12,793,266,9,0,1,0
15,2010,13,423,94,0,0,0,0
15,2010,14,NA,NA,NA,NA,NA,NA
15,2010,15,NA,NA,NA,NA,NA,NA
15,2010,16,NA,NA,NA,NA,NA,NA
15,2010,17,NA,NA,NA,NA,NA,NA
15,2010,18,NA,NA,NA,NA,NA,NA
15,2010,19,NA,NA,NA,NA,NA,NA
15,2010,20,NA,NA,NA,NA,NA,NA
15,2010,21,NA,NA,NA,NA,NA,NA
15,2010,22,NA,NA,NA,NA,NA,NA
15,2010,23,NA,NA,NA,NA,NA,NA
15,2010,24,NA,NA,NA,NA,NA,NA
15,2010,25,NA,NA,NA,NA,NA,NA
15,2010,26,NA,NA,NA,NA,NA,NA
15,2010,27,NA,NA,NA,NA,NA,NA
15,2010,28,NA,NA,NA,NA,NA,NA
15,2010,29,NA,NA,NA,NA,NA,NA
15,2010,30,NA,NA,NA,NA,NA,NA
15,2010,31,NA,NA,NA,NA,NA,NA
15,2010,32,NA,NA,NA,NA,NA,NA
15,2010,33,NA,NA,NA,NA,NA,NA
15,2010,34,NA,NA,NA,NA,NA,NA
15,2010,35,NA,NA,NA,NA,NA,NA
15,2010,36,NA,NA,NA,NA,NA,NA
15,2010,37,NA,NA,NA,NA,NA,NA
15,2010,38,NA,NA,NA,NA,NA,NA
15,2010,39,NA,NA,NA,NA,NA,NA
15,2010,40,NA,NA,NA,NA,NA,NA
15,2010,41,NA,NA,NA,NA,NA,NA
15,2010,42,NA,NA,NA,NA,NA,NA
15,2010,43,NA,NA,NA,NA,NA,NA
15,2010,44,NA,NA,NA,NA,NA,NA
15,2010,45,NA,NA,NA,NA,NA,NA
15,2010,46,NA,NA,NA,NA,NA,NA
15,2010,47,NA,NA,NA,NA,NA,NA
15,2010,48,NA,NA,NA,NA,NA,NA
15,2010,49,NA,NA,NA,NA,NA,NA
15,2010,50,NA,NA,NA,NA,NA,NA
15,2010,51,NA,NA,NA,NA,NA,NA
15,2010,52,NA,NA,NA,NA,NA,NA
15,2011,1,729,285,5,0,0,0
15,2011,2,1014,392,15,6,1,0
15,2011,3,796,455,10,2,1,0
15,2011,4,694,355,10,3,0,0
15,2011,5,NA,NA,NA,NA,NA,NA
15,2011,6,NA,NA,NA,NA,NA,NA
15,2011,7,807,373,6,1,0,0
15,2011,8,992,494,10,1,0,0
15,2011,9,1101,546,9,2,0,0
15,2011,10,1062,461,13,1,0,0
15,2011,11,1180,632,9,3,0,0
15,2011,12,1082,508,9,1,0,0
15,2011,13,932,487,11,1,0,0
15,2011,14,950,459,11,0,0,0
15,2011,15,905,306,8,0,0,1
15,2011,16,914,341,8,0,0,0
15,2011,17,847,254,14,2,0,0
15,2011,18,566,158,10,0,0,0
15,2011,19,759,245,7,0,0,0
15,2011,20,859,256,11,4,0,0
15,2011,21,934,275,8,1,0,0
15,2011,22,1027,390,8,0,0,0
15,2011,23,1003,344,13,1,0,0
15,2011,24,1112,378,11,2,0,0
15,2011,25,1068,350,14,2,0,0
15,2011,26,1281,438,7,1,0,0
15,2011,27,1094,377,8,1,0,0
15,2011,28,1082,321,12,2,0,0
15,2011,29,1141,365,10,3,0,0
15,2011,30,1204,393,9,2,0,0
15,2011,31,1286,441,6,0,0,0
15,2011,32,1070,331,12,1,0,0
15,2011,33,1049,332,9,0,0,0
15,2011,34,891,286,12,1,0,0
15,2011,35,1024,269,6,0,0,0
15,2011,36,1024,330,9,3,0,0
15,2011,37,854,269,10,2,0,0
15,2011,38,1076,340,5,0,0,0
15,2011,39,916,304,10,1,0,0
15,2011,40,958,297,7,1,0,0
15,2011,41,802,257,12,2,0,0
15,2011,42,733,243,9,2,0,0
15,2011,43,NA,NA,NA,NA,NA,NA
15,2011,44,NA,NA,NA,NA,NA,NA
15,2011,45,NA,NA,NA,NA,NA,NA
15,2011,46,NA,NA,NA,NA,NA,NA
15,2011,47,NA,NA,NA,NA,NA,NA
15,2011,48,NA,NA,NA,NA,NA,NA
15,2011,49,NA,NA,NA,NA,NA,NA
15,2011,50,NA,NA,NA,NA,NA,NA
15,2011,51,NA,NA,NA,NA,NA,NA
15,2011,52,NA,NA,NA,NA,NA,NA
15,2012,1,NA,NA,NA,NA,NA,NA
15,2012,2,NA,NA,NA,NA,NA,NA
15,2012,3,NA,NA,NA,NA,NA,NA
15,2012,4,NA,NA,NA,NA,NA,NA
15,2012,5,NA,NA,NA,NA,NA,NA
15,2012,6,NA,NA,NA,NA,NA,NA
15,2012,7,NA,NA,NA,NA,NA,NA
15,2012,8,NA,NA,NA,NA,NA,NA
15,2012,9,NA,NA,NA,NA,NA,NA
15,2012,10,NA,NA,NA,NA,NA,NA
15,2012,11,NA,NA,NA,NA,NA,NA
15,2012,12,NA,NA,NA,NA,NA,NA
15,2012,13,NA,NA,NA,NA,NA,NA
15,2012,14,NA,NA,NA,NA,NA,NA
15,2012,15,NA,NA,NA,NA,NA,NA
15,2012,16,NA,NA,NA,NA,NA,NA
15,2012,17,NA,NA,NA,NA,NA,NA
15,2012,18,NA,NA,NA,NA,NA,NA
15,2012,19,NA,NA,NA,NA,NA,NA
15,2012,20,NA,NA,NA,NA,NA,NA
15,2012,21,NA,NA,NA,NA,NA,NA
15,2012,22,NA,NA,NA,NA,NA,NA
15,2012,23,NA,NA,NA,NA,NA,NA
15,2012,24,NA,NA,NA,NA,NA,NA
15,2012,25,NA,NA,NA,NA,NA,NA
15,2012,26,NA,NA,NA,NA,NA,NA
15,2012,27,NA,NA,NA,NA,NA,NA
15,2012,28,NA,NA,NA,NA,NA,NA
15,2012,29,NA,NA,NA,NA,NA,NA
15,2012,30,NA,NA,NA,NA,NA,NA
15,2012,31,NA,NA,NA,NA,NA,NA
15,2012,32,NA,NA,NA,NA,NA,NA
15,2012,33,NA,NA,NA,NA,NA,NA
15,2012,34,NA,NA,NA,NA,NA,NA
15,2012,35,NA,NA,NA,NA,NA,NA
15,2012,36,NA,NA,NA,NA,NA,NA
15,2012,37,NA,NA,NA,NA,NA,NA
15,2012,38,NA,NA,NA,NA,NA,NA
15,2012,39,NA,NA,NA,NA,NA,NA
15,2012,40,NA,NA,NA,NA,NA,NA
15,2012,41,NA,NA,NA,NA,NA,NA
15,2012,42,NA,NA,NA,NA,NA,NA
15,2012,43,NA,NA,NA,NA,NA,NA
15,2012,44,NA,NA,NA,NA,NA,NA
15,2012,45,NA,NA,NA,NA,NA,NA
15,2012,46,NA,NA,NA,NA,NA,NA
15,2012,47,NA,NA,NA,NA,NA,NA
15,2012,48,NA,NA,NA,NA,NA,NA
15,2012,49,NA,NA,NA,NA,NA,NA
15,2012,50,NA,NA,NA,NA,NA,NA
15,2012,51,NA,NA,NA,NA,NA,NA
15,2012,52,NA,NA,NA,NA,NA,NA
15,2013,1,NA,NA,NA,NA,NA,NA
15,2013,2,NA,NA,NA,NA,NA,NA
15,2013,3,NA,NA,NA,NA,NA,NA
15,2013,4,NA,NA,NA,NA,NA,NA
15,2013,5,NA,NA,NA,NA,NA,NA
15,2013,6,NA,NA,NA,NA,NA,NA
15,2013,7,NA,NA,NA,NA,NA,NA
15,2013,8,NA,NA,NA,NA,NA,NA
15,2013,9,NA,NA,NA,NA,NA,NA
15,2013,10,NA,NA,NA,NA,NA,NA
15,2013,11,NA,NA,NA,NA,NA,NA
15,2013,12,NA,NA,NA,NA,NA,NA
15,2013,13,NA,NA,NA,NA,NA,NA
15,2013,14,NA,NA,NA,NA,NA,NA
15,2013,15,NA,NA,NA,NA,NA,NA
15,2013,16,NA,NA,NA,NA,NA,NA
15,2013,17,NA,NA,NA,NA,NA,NA
15,2013,18,NA,NA,NA,NA,NA,NA
15,2013,19,NA,NA,NA,NA,NA,NA
15,2013,20,NA,NA,NA,NA,NA,NA
15,2013,21,NA,NA,NA,NA,NA,NA
15,2013,22,NA,NA,NA,NA,NA,NA
15,2013,23,NA,NA,NA,NA,NA,NA
15,2013,24,NA,NA,NA,NA,NA,NA
15,2013,25,NA,NA,NA,NA,NA,NA
15,2013,26,NA,NA,NA,NA,NA,NA
15,2013,27,NA,NA,NA,NA,NA,NA
15,2013,28,NA,NA,NA,NA,NA,NA
15,2013,29,NA,NA,NA,NA,NA,NA
15,2013,30,NA,NA,NA,NA,NA,NA
15,2013,31,NA,NA,NA,NA,NA,NA
15,2013,32,NA,NA,NA,NA,NA,NA
15,2013,33,NA,NA,NA,NA,NA,NA
15,2013,34,NA,NA,NA,NA,NA,NA
15,2013,35,NA,NA,NA,NA,NA,NA
15,2013,36,NA,NA,NA,NA,NA,NA
15,2013,37,NA,NA,NA,NA,NA,NA
15,2013,38,NA,NA,NA,NA,NA,NA
15,2013,39,NA,NA,NA,NA,NA,NA
15,2013,40,NA,NA,NA,NA,NA,NA
15,2013,41,NA,NA,NA,NA,NA,NA
15,2013,42,NA,NA,NA,NA,NA,NA
15,2013,43,NA,NA,NA,NA,NA,NA
15,2013,44,NA,NA,NA,NA,NA,NA
15,2013,45,NA,NA,NA,NA,NA,NA
15,2013,46,NA,NA,NA,NA,NA,NA
15,2013,47,NA,NA,NA,NA,NA,NA
15,2013,48,NA,NA,NA,NA,NA,NA
15,2013,49,NA,NA,NA,NA,NA,NA
15,2013,50,NA,NA,NA,NA,NA,NA
15,2013,51,NA,NA,NA,NA,NA,NA
15,2013,52,NA,NA,NA,NA,NA,NA
15,2014,1,NA,NA,NA,NA,NA,NA
15,2014,2,NA,NA,NA,NA,NA,NA
15,2014,3,NA,NA,NA,NA,NA,NA
15,2014,4,NA,NA,NA,NA,NA,NA
15,2014,5,NA,NA,NA,NA,NA,NA
15,2014,6,NA,NA,NA,NA,NA,NA
15,2014,7,NA,NA,NA,NA,NA,NA
15,2014,8,NA,NA,NA,NA,NA,NA
15,2014,9,NA,NA,NA,NA,NA,NA
15,2014,10,NA,NA,NA,NA,NA,NA
15,2014,11,NA,NA,NA,NA,NA,NA
15,2014,12,NA,NA,NA,NA,NA,NA
15,2014,13,NA,NA,NA,NA,NA,NA
15,2014,14,NA,NA,NA,NA,NA,NA
15,2014,15,NA,NA,NA,NA,NA,NA
15,2014,16,NA,NA,NA,NA,NA,NA
15,2014,17,NA,NA,NA,NA,NA,NA
15,2014,18,NA,NA,NA,NA,NA,NA
15,2014,19,NA,NA,NA,NA,NA,NA
15,2014,20,NA,NA,NA,NA,NA,NA
15,2014,21,NA,NA,NA,NA,NA,NA
15,2014,22,NA,NA,NA,NA,NA,NA
15,2014,23,NA,NA,NA,NA,NA,NA
15,2014,24,NA,NA,NA,NA,NA,NA
15,2014,25,NA,NA,NA,NA,NA,NA
15,2014,26,NA,NA,NA,NA,NA,NA
15,2014,27,NA,NA,NA,NA,NA,NA
15,2014,28,NA,NA,NA,NA,NA,NA
15,2014,29,NA,NA,NA,NA,NA,NA
15,2014,30,NA,NA,NA,NA,NA,NA
15,2014,31,NA,NA,NA,NA,NA,NA
15,2014,32,NA,NA,NA,NA,NA,NA
15,2014,33,NA,NA,NA,NA,NA,NA
15,2014,34,NA,NA,NA,NA,NA,NA
15,2014,35,NA,NA,NA,NA,NA,NA
15,2014,36,NA,NA,NA,NA,NA,NA
15,2014,37,NA,NA,NA,NA,NA,NA
15,2014,38,NA,NA,NA,NA,NA,NA
15,2014,39,NA,NA,NA,NA,NA,NA
15,2014,40,NA,NA,NA,NA,NA,NA
