"date","ILIper100k"
2019-07-15,4.30502539964986
2019-07-22,2.55369136086213
2019-07-29,1.45245392089936
2019-08-05,4.22952206400677
2019-08-12,2.03537481427205
2019-08-19,2.8451930463482
2019-08-26,4.27569693860099
2019-09-02,4.07309854183072
2019-09-09,5.25258361456541
2019-09-16,9.44554642486068
2019-09-23,16.7879798064586
2019-09-30,10.8125641995999
2019-10-07,13.019600416627
2019-10-14,24.869435463815
2019-10-21,14.579057744283
2019-10-28,15.69214427116
2019-11-04,26.020660404361
2019-11-11,34.447123665174
2019-11-18,15.305641895074
2019-11-25,32.117089732855
2019-12-02,53.721320649133
2019-12-09,36.53683042996
2019-12-16,53.544656243307
2019-12-23,51.578042490483
2019-12-30,30.108994560308
2020-01-06,33.648790746583
2020-01-13,105.65304511506
2020-01-20,126.42367734871
