"date","ILIper100k"
2015-10-05,3.9975266367107
2015-10-19,6.7676707552639
2015-10-26,NA
2015-11-02,5.7021150831384
2015-11-09,5.5342705752321
2015-11-16,7.8760045300605
2015-11-23,7.6025805330495
2015-11-30,9.906768025287
2015-12-07,8.5538433045772
2015-12-14,9.8389946908785
2015-12-21,8.9855773315123
2015-12-28,6.5806900894807
2016-01-04,16.128590513346
2016-01-11,14.198859301279
2016-01-18,17.442117694305
2016-01-25,19.729031950827
2016-02-01,21.45946315858
2016-02-08,21.883310016681
2016-02-15,17.299585573163
2016-02-22,20.133575274616
2016-02-29,23.840300421601
2016-03-07,26.469935276739
2016-03-14,28.715326243561
2016-03-21,24.366532525994
2016-03-28,21.819841121689
2016-04-04,17.918967867451
2016-04-11,15.678515181898
2016-04-18,8.6169219268058
2016-04-25,8.3518200206648
2016-05-02,5.8880176516571
2016-05-09,4.926294172117
2016-05-16,4.9408298198544
2016-05-23,2.8112617626611
2016-05-30,2.7127640197582
2016-10-03,7.70302585762627
2016-10-10,7.83762737043287
2016-10-17,6.44225240333709
2016-10-24,5.63442200568729
2016-10-31,8.45364242157583
2016-11-07,6.41928379322759
2016-11-14,7.24550829272124
2016-11-21,8.02862401887911
2016-11-28,8.15408820584661
2016-12-05,9.04462081455033
2016-12-12,12.0726546560323
2016-12-19,16.2445991763112
2016-12-26,12.0383440675235
2017-01-02,18.8385606562811
2017-01-09,20.3120497692457
2017-01-16,16.4629649141292
2017-01-23,15.9016084795009
2017-01-30,18.9488688705491
2017-02-06,12.3286353555457
2017-02-13,11.6993755974424
2017-02-20,8.27098616205402
2017-02-27,7.37759936868828
2017-03-06,7.69840162758686
2017-03-13,5.20575409352471
2017-03-20,5.04795557799091
2017-03-27,3.78301907098183
2017-04-03,3.78722606520467
2017-04-10,2.5105604472145
2017-04-17,2.6672721157518
2017-05-01,2.55893254456972
2017-05-08,2.95793228701408
2017-05-15,3.88649491597884
2017-10-02,6.8031429316248
2017-10-09,5.4205223358282
2017-10-16,5.9407369059794
2017-10-23,6.1415350189111
2017-10-30,5.0053824112162
2017-11-06,6.3723893303572
2017-11-13,5.8479078512937
2017-11-20,7.2698323409814
2017-11-27,7.581961910871
2017-12-04,8.4839385006012
2017-12-11,11.40571609577
2017-12-18,18.939226844295
2017-12-25,20.991436205602
2018-01-08,37.329063994459
2018-01-15,53.130153595513
2018-01-22,54.094601912639
2018-01-29,52.106629531086
2018-02-05,43.009826494053
2018-02-12,33.95995355376
2018-02-19,29.1089603144
2018-02-26,29.093527199618
2018-03-05,18.348313084323
2018-03-12,20.294778795511
2018-03-19,18.604141533004
2018-03-26,13.450382053543
2018-04-02,9.9284915000432
2018-04-09,8.0422780823043
2018-04-16,7.5688945424163
2018-04-23,4.0280022043096
2018-04-30,3.4468317584185
2018-05-07,3.0646842874226
2018-05-14,1.0076044500554
2018-05-21,2.2629015852496
2018-07-09,1.4662971597824
2018-10-08,4.24015013124512
2018-10-15,3.89226808527201
2018-10-22,4.51335166058378
2018-10-29,3.59246301259956
2018-11-05,3.60792438581265
2018-11-12,5.25539047790132
2018-11-19,5.2357626171266
2018-11-26,6.38954479738467
2018-12-03,6.20590450131852
2018-12-10,7.59244491911285
2018-12-17,8.13225162600835
2018-12-24,9.43097783216613
2018-12-31,8.43851391903539
2019-01-07,14.8077611888142
2019-01-14,19.1653612926142
2019-01-21,19.5953004373236
2019-01-28,17.5480278267539
2019-02-04,19.7407833879381
2019-02-11,23.1147210947927
2019-02-18,21.0785499301301
2019-02-25,15.7164947146949
2019-03-04,12.0512942434165
2019-03-11,9.0868262329436
2019-03-18,6.15882880426749
2019-03-25,7.16502037055097
2019-04-01,5.96233102948286
2019-04-08,4.68189335767384
2019-04-15,4.20743537980319
2019-04-22,3.41387294755775
2019-04-29,2.37140184234209
2019-05-06,2.71393155464619
2019-05-13,2.45531913208429
2019-05-20,2.212600377668
2019-10-07,4.2508761723284
2019-10-14,5.0352877932922
2019-10-21,5.5061377754158
2019-10-28,6.2165282938011
2019-11-04,4.5376366710956
2019-11-11,4.631794782456
2019-11-18,5.3159382763014
2019-11-25,6.5124599836796
2019-12-02,10.587480096371
2019-12-16,16.02079231002
2020-01-06,16.599167444203
2020-01-13,14.703808166447
2020-01-20,10.30963971933
2020-01-27,8.9978203486312
2020-02-03,10.319386944019
2020-02-10,9.7791501185111
2020-02-17,8.4135945975866
2020-02-24,6.691551591098
2020-03-02,8.3723434745225
2020-03-09,11.54435382848
2020-03-16,14.636997204228
2020-03-23,9.7983860459864
2020-03-30,7.6082978924678
2020-04-06,6.2243099219221
2020-04-13,3.7447235340828
2020-04-20,3.8190965182786
2020-04-27,3.9096172770755
2020-05-04,3.1317052894502
2020-05-11,2.0985114254823
2020-05-18,1.67154251491
2020-10-05,2.14624671447431
2020-10-12,1.72960492467571
2020-10-19,1.79679879373267
2020-10-26,1.60534059770535
2020-11-02,1.42926176904658
2020-11-09,1.48625991149579
2020-11-16,1.2932170764341
2020-11-23,1.20937039930202
2020-11-30,1.17136233427092
2020-12-07,1.16326682549136
2020-12-14,1.26272192337803
2020-12-21,1.22193277689569
2020-12-28,0.651119763212785
2021-01-04,1.30735842846288
2021-01-11,1.05906346513462
2021-01-18,0.866801428794684
2021-01-25,0.996278262051327
2021-02-01,1.0199232236518
2021-02-08,0.568867666721438
2021-02-15,0.871290962776514
2021-02-22,0.402519773783887
2021-03-01,0.407613884101214
2021-03-08,0.73234499307934
2021-03-15,0.585519121252903
2021-03-22,0.6008244698244
2021-03-29,0.347799548338811
2021-04-05,0.490934153776799
2021-04-12,0.642927221924332
2021-04-19,0.522894818922831
2021-04-26,0.46710959036046
2021-05-03,0.353578736128388
2021-05-10,0.590341230349836
2021-05-17,0.872273613084955
