"date","ILIper100k"
2015-10-05,27.490228082986
2015-10-12,46.389759890039
2015-10-19,45.501478798061
2015-10-26,39.978411657705
2015-11-02,32.477244562198
2015-11-09,42.930015656829
2015-11-16,28.117531280754
2015-11-23,33.555314645604
2015-11-30,31.79240419316
2015-12-07,36.195895553797
2015-12-14,52.100131490808
2015-12-21,48.977487540815
2015-12-28,40.042939662958
2016-01-04,82.238265897955
2016-01-11,78.538143358291
2016-01-18,104.59303426863
2016-01-25,120.63448606287
2016-02-01,120.15001587697
2016-02-08,118.4188917029
2016-02-15,147.34687395225
2016-02-22,118.4188917029
2016-02-29,130.11018987115
2016-03-07,107.58092819414
2016-03-14,69.300662206328
2016-03-21,45.726017170586
2016-03-28,49.455155071249
2016-04-04,45.967576441617
2016-04-11,39.264172695527
2016-04-18,25.446336958752
2016-04-25,17.334327168091
2016-05-02,11.823556161892
2016-05-09,15.502105022682
2016-05-16,12.215580565826
2016-05-23,13.029952603547
2016-05-30,16.577287458453
2016-06-06,17.158965559505
2016-06-13,13.22445201177
2016-06-20,21.224212581713
2016-06-27,17.924053225903
2016-07-04,18.734218457278
2016-07-11,12.839545801067
2016-07-18,15.181545987433
2016-07-25,11.43430114431
2016-08-01,10.641868384646
2016-08-08,8.3160774725777
2016-08-15,5.9799415674281
2016-08-22,8.2237518400645
2016-08-29,13.385089010842
2016-09-05,19.313669442685
2016-09-12,20.862631164135
2016-09-19,20.606300772736
2016-09-26,26.002941582767
2016-10-03,33.4301747124607
2016-10-10,40.6519654841802
2016-10-17,25.2412644190723
2016-10-24,28.2223255196228
2016-10-31,31.7709946704156
2016-11-07,36.0354834505125
2016-11-14,54.4365813826892
2016-11-21,43.53308514471
2016-11-28,57.6359897812948
2016-12-05,61.1401102050486
2016-12-12,64.5490572835355
2016-12-19,117.634389005327
2016-12-26,81.0558404257194
2017-01-02,96.7852285716669
2017-01-09,121.293133323432
2017-01-16,103.253773882769
2017-01-23,92.3887719523756
2017-01-30,123.512913103519
2017-02-06,101.490172780831
2017-02-13,83.337458950113
2017-02-20,62.2848437407941
2017-02-27,52.8078947802696
2017-03-06,60.1206111953827
2017-03-13,38.8971306581756
2017-03-20,41.1844652197191
2017-03-27,34.9607707630391
2017-04-03,29.5420974889217
2017-04-10,30.4674698001499
2017-04-17,31.4382156330664
2017-04-24,20.7441981070919
2017-05-01,22.5143043468135
2017-05-08,13.8304084580631
2017-05-15,22.7408828010703
2017-05-22,10.982200989967
2017-05-29,16.6766473874516
2017-06-05,7.06913615156228
2017-06-12,8.96064646991259
2017-06-19,22.8165800481683
2017-06-26,18.9507356675586
2017-07-03,9.85438254713048
2017-07-10,14.4025591073445
2017-07-17,11.8652112007594
2017-07-24,11.9694539535106
2017-07-31,6.75179555563058
2017-08-07,8.51527640587213
2017-08-14,10.9525334052269
2017-08-21,9.11939778813152
2017-08-28,9.11939778813152
2017-09-04,7.18979174611907
2017-09-11,18.24560239515
2017-09-18,38.3066939069823
2017-09-25,47.3200336498017
2017-10-02,33.048912390338
2017-10-09,37.493555795098
2017-10-16,33.382760521392
2017-10-23,23.401979138807
2017-10-30,24.213991146759
2017-11-06,42.066432604721
2017-11-13,32.868838048355
2017-11-20,30.922159120906
2017-11-27,37.858823704078
2017-12-04,36.374163950977
2017-12-11,51.963091358538
2017-12-18,83.883276050211
2017-12-25,54.066337044844
2018-01-08,83.015644016023
2018-01-15,98.288879953536
2018-01-22,110.20268358427
2018-01-29,166.00970285021
2018-02-05,161.5809617418
2018-02-12,156.36867265335
2018-02-19,145.19948174954
2018-02-26,162.91297667488
2018-03-05,166.00613175802
2018-03-12,169.66161532297
2018-03-19,116.23625560425
2018-03-26,85.191789821747
2018-04-02,69.823163650796
2018-04-09,50.53750243663
2018-04-16,54.619165942258
2018-04-23,35.915053091818
2018-04-30,25.70173525655
2018-05-07,27.721674389133
2018-05-14,16.984519823361
2018-05-21,20.653232230844
2018-05-28,22.866078541292
2018-06-04,17.702770483581
2018-06-11,16.965155046765
2018-06-18,20.282451923077
2018-06-25,17.293623164432
2018-07-02,25.832529232546
2018-07-09,24.812589757664
2018-07-16,19.688139864546
2018-07-23,14.265222180835
2018-07-30,12.168015964437
2018-08-06,10.899437121926
2018-08-13,10.904870582554
2018-08-20,8.6635718462794
2018-08-27,14.439286410466
2018-09-03,15.742482964385
2018-09-10,19.493036654129
2018-09-17,33.055908560011
2018-09-24,28.648454085343
2018-10-01,29.949535033469
2018-10-08,25.7474105461394
2018-10-15,47.6496451545365
2018-10-22,41.1589175204692
2018-10-29,19.0476190476191
2018-11-05,38.5916324260516
2018-11-12,45.4837521929666
2018-11-19,32.3681732580038
2018-11-26,50.3774659404524
2018-12-03,53.5710126474173
2018-12-10,47.3781652258845
2018-12-17,62.8108958855253
2018-12-24,69.5290713757037
2018-12-31,37.3662368224388
2019-01-07,50.982391466332
2019-01-14,78.6818476349162
2019-01-21,74.6855977257031
2019-01-28,67.1196552867086
2019-02-04,59.4365738479075
2019-02-11,107.513940706864
2019-02-18,90.6659413391359
2019-02-25,76.3105006271061
2019-03-04,54.288418226236
2019-03-11,61.1995104039168
2019-03-18,57.222927319546
2019-03-25,36.6398971091869
2019-04-01,33.7169918312924
2019-04-08,35.1203236923167
2019-04-15,24.5364105461954
2019-04-22,23.9250059812515
2019-04-29,16.6287899783826
2019-05-06,22.6616469900216
2019-05-13,25.6229581705208
2019-05-20,28.1754075650969
2019-05-27,22.3667183231352
2019-06-03,10.2482440028064
2019-06-10,19.739439399921
2019-06-17,8.08051787141203
