"firstday","weighted_ILIpercent"
2000-04-23,0.123896
2000-04-30,0.116315
2000-05-07,0.0854574
2000-05-14,0.0534167
2000-05-21,0
2000-05-28,0
2000-06-04,0
2000-06-11,0
2000-06-18,0
2000-06-25,0
2000-07-02,0
2000-07-09,0
2000-07-16,0
2000-07-23,0
2000-07-30,0
2000-08-06,0
2000-08-13,0
2000-08-20,0
2000-08-27,0
2000-09-03,0
2000-09-10,0
2000-09-17,0
2000-09-24,0
2000-10-01,0.491572
2000-10-08,0.513837
2000-10-15,0.455781
2000-10-22,0.334783
2000-10-29,0.367544
2000-11-05,0.558944
2000-11-12,0.58688
2000-11-19,0.779003
2000-11-26,0.73446
2000-12-03,1.7081
2000-12-10,0.847539
2000-12-17,0.838599
2000-12-24,2.66067
2001-01-07,3.0838
2001-01-14,2.44784
2001-01-21,3.0082
2001-01-28,3.66662
2001-02-04,4.72841
2001-02-11,3.56103
2001-02-18,2.77012
2001-02-25,2.19192
2001-03-04,1.44457
2001-03-11,1.20585
2001-03-18,0.644406
2001-03-25,0.958727
2001-04-01,0.729239
2001-04-08,0.659387
2001-04-15,0.840202
2001-04-22,0.828789
2001-04-29,0.288972
2001-05-06,0.635602
2001-05-13,0.429847
2001-05-20,0.632022
2001-05-27,0
2001-06-03,0
2001-06-10,0
2001-06-17,0
2001-06-24,0
2001-07-01,0
2001-07-08,0
2001-07-15,0
2001-07-22,0
2001-07-29,0
2001-08-05,0
2001-08-12,0
2001-08-19,0
2001-08-26,0
2001-09-02,0
2001-09-09,0
2001-09-16,0
2001-09-23,0
2001-09-30,0
2001-10-07,0.488423
2001-10-14,0.579227
2001-10-21,0.757278
2001-10-28,0.770255
2001-11-04,0.761883
2001-11-11,0.67791
2001-11-18,0.568568
2001-11-25,0.920133
2001-12-02,0.592136
2001-12-09,0.711386
2001-12-16,0.806871
2001-12-23,0.796429
2001-12-30,1.17227
2002-01-06,1.09469
2002-01-13,1.11743
2002-01-20,1.29292
2002-01-27,1.8299
2002-02-03,2.69836
2002-02-10,2.50926
2002-02-17,2.51279
2002-02-24,1.96676
2002-03-03,1.42523
2002-03-10,0.898281
2002-03-17,0.755995
2002-03-24,1.18249
2002-03-31,0.709017
2002-04-07,0.636122
2002-04-14,0.571711
2002-04-21,0.722517
2002-04-28,0.470526
2002-05-05,0.201944
2002-05-12,0.232079
2002-05-19,0.376307
2002-05-26,0
2002-06-02,0
2002-06-09,0
2002-06-16,0
2002-06-23,0
2002-06-30,0
2002-07-07,0
2002-07-14,0
2002-07-21,0
2002-07-28,0
2002-08-04,0
2002-08-11,0
2002-08-18,0
2002-08-25,0
2002-09-01,0
2002-09-08,0
2002-09-15,0
2002-09-22,0
2002-09-29,0
2002-10-06,0.784626
2002-10-13,0.495414
2002-10-20,0.405673
2002-10-27,0.637874
2002-11-03,0.603491
2002-11-10,0.506613
2002-11-17,0.452492
2002-11-24,0.476843
2002-12-01,0.741342
2002-12-08,0.584766
2002-12-15,0.610366
2002-12-22,0.622122
2002-12-29,0.799462
2003-01-05,0.64182
2003-01-12,0.470414
2003-01-19,0.737876
2003-01-26,1.10352
2003-02-02,1.4025
2003-02-09,1.86114
2003-02-16,1.90304
2003-02-23,2.05512
2003-03-02,1.7909
2003-03-09,1.41537
2003-03-16,1.354
2003-03-23,0.693242
2003-03-30,0.455794
2003-04-06,0.527289
2003-04-13,0.394418
2003-04-20,0.331537
2003-04-27,0.249691
2003-05-04,0.363239
2003-05-11,0.343458
2003-05-18,0.199502
2003-05-25,0.12085
2003-06-01,0.110875
2003-06-08,0.0463558
2003-06-15,0.161722
2003-06-22,0.27917
2003-06-29,0.117383
2003-07-06,0.149165
2003-07-13,0.151358
2003-07-20,0.144815
2003-07-27,0.160462
2003-08-03,0.171811
2003-08-10,0.185562
2003-08-17,0.146248
2003-08-24,0.101355
2003-08-31,0.55868
2003-09-07,0.422584
2003-09-14,0.067716
2003-09-21,0.0694394
2003-09-28,0.593852
2003-10-05,0.572031
2003-10-12,0.449279
2003-10-19,0.613789
2003-10-26,0.66117
2003-11-02,0.760914
2003-11-09,0.877168
2003-11-16,0.944299
2003-11-23,1.35565
2003-11-30,1.81206
2003-12-07,2.36008
2003-12-14,5.2467
2003-12-21,6.41499
2003-12-28,6.65924
2004-01-04,3.13999
2004-01-11,1.89527
2004-01-18,1.42111
2004-01-25,0.863052
2004-02-01,0.641845
2004-02-08,0.559536
2004-02-15,0.546139
2004-02-22,0.449425
2004-02-29,0.406701
2004-03-07,0.468584
2004-03-14,0.37033
2004-03-21,0.36455
2004-03-28,0.375643
2004-04-04,0.234204
2004-04-11,0.22988
2004-04-18,0.278676
2004-04-25,0.196463
2004-05-02,0.194602
2004-05-09,0.255417
2004-05-16,0.270334
2004-05-23,0.135079
2004-05-30,0.126672
2004-06-06,0.110055
2004-06-13,0.0692425
2004-06-20,0.106835
2004-06-27,0.0932211
2004-07-04,0.0819327
2004-07-11,0.0815108
2004-07-18,0.0464309
2004-07-25,0.0658769
2004-08-01,0.0848927
2004-08-08,0.126277
2004-08-15,0.237789
2004-08-22,0.119375
2004-08-29,0.142689
2004-09-05,0.196144
2004-09-12,0.161301
2004-09-19,0.16898
2004-09-26,0.210513
2004-10-03,0.339496
2004-10-10,0.558476
2004-10-17,0.417946
2004-10-24,0.501124
2004-10-31,0.524173
2004-11-07,0.656801
2004-11-14,0.476583
2004-11-21,0.553285
2004-11-28,0.825792
2004-12-05,0.942095
2004-12-12,1.02618
2004-12-19,1.86161
2004-12-26,2.26991
2005-01-02,2.12314
2005-01-09,1.78665
2005-01-16,2.12901
2005-01-23,1.95154
2005-01-30,2.13153
2005-02-06,2.43037
2005-02-13,1.88066
2005-02-20,1.51917
2005-02-27,1.19108
2005-03-06,0.898683
2005-03-13,1.02891
2005-03-20,0.739875
2005-03-27,0.712584
2005-04-03,0.566726
2005-04-10,0.423807
2005-04-17,0.367165
2005-04-24,0.352148
2005-05-01,0.288108
2005-05-08,0.256113
2005-05-15,0.282222
2005-05-22,0.339427
2005-05-29,0.330023
2005-06-05,0.37006
2005-06-12,0.276483
2005-06-19,0.863142
2005-06-26,0.293913
2005-07-03,0.305547
2005-07-10,0.286238
2005-07-17,0.302662
2005-07-24,0.236814
2005-07-31,0.252493
2005-08-07,0.59217
2005-08-14,1.68787
2005-08-21,0.531262
2005-08-28,0.162052
2005-09-04,0.399874
2005-09-11,0.339013
2005-09-18,0.523094
2005-09-25,0.307704
2005-10-02,0.641896
2005-10-09,0.569113
2005-10-16,0.713138
2005-10-23,0.797598
2005-10-30,0.704781
2005-11-06,0.885654
2005-11-13,0.905434
2005-11-20,1.01245
2005-11-27,0.835424
2005-12-04,1.09397
2005-12-11,0.995161
2005-12-18,0.949622
2005-12-25,1.34843
2006-01-01,1.1264
2006-01-08,0.988789
2006-01-15,0.99763
2006-01-22,1.22025
2006-01-29,1.54337
2006-02-05,1.67782
2006-02-12,2.11487
2006-02-19,2.1179
2006-02-26,2.22036
2006-03-05,2.25545
2006-03-12,2.00757
2006-03-19,1.7712
2006-03-26,1.54477
2006-04-02,1.47691
2006-04-09,1.47145
2006-04-16,1.09617
2006-04-23,0.663809
2006-04-30,0.556419
2006-05-07,0.555115
2006-05-14,0.305411
2006-05-21,0.332538
2006-05-28,0.400552
2006-06-04,0.216022
2006-06-11,0.262875
2006-06-18,0.266647
2006-06-25,0.316539
2006-07-02,0.319046
2006-07-09,0.199702
2006-07-16,0.208761
2006-07-23,0.265558
2006-07-30,0.192714
2006-08-06,0.276121
2006-08-13,0.190975
2006-08-20,0.185585
2006-08-27,0.223346
2006-09-03,0.14826
2006-09-10,0.272287
2006-09-17,0.124478
2006-09-24,0.391884
2006-10-01,0.402107
2006-10-08,0.371549
2006-10-15,0.553866
2006-10-22,0.507175
2006-10-29,0.680851
2006-11-05,0.531849
2006-11-12,0.598564
2006-11-19,0.771447
2006-11-26,0.691579
2006-12-03,0.869531
2006-12-10,1.06632
2006-12-17,0.964736
2006-12-24,1.5931
2007-01-07,1.35885
2007-01-14,1.07263
2007-01-21,1.35598
2007-01-28,0.93553
2007-02-04,1.29455
2007-02-11,1.70886
2007-02-18,1.80821
2007-02-25,1.78855
2007-03-04,1.66031
2007-03-11,1.43936
2007-03-18,2.00442
2007-03-25,1.5568
2007-04-01,1.55956
2007-04-08,1.28254
2007-04-15,1.08734
2007-04-22,0.944558
2007-04-29,0.627157
2007-05-06,0.573971
2007-05-13,0.427937
2007-05-20,0.209288
2007-05-27,0.202561
2007-06-03,0.373541
2007-06-10,0.36067
2007-06-17,0.392083
2007-06-24,0.55816
2007-07-01,0.412046
2007-07-08,0.556126
2007-07-15,0.760775
2007-07-22,0.417173
2007-07-29,0.1696
2007-08-05,0.448218
2007-08-12,0.13698
2007-08-19,0.2925
2007-08-26,0.310451
2007-09-02,0.362905
2007-09-09,0.314987
2007-09-16,0.267262
2007-09-23,0.310882
2007-09-30,0.48859
2007-10-07,0.639188
2007-10-14,0.654941
2007-10-21,0.722342
2007-10-28,0.944545
2007-11-04,0.988923
2007-11-11,0.906593
2007-11-18,0.751596
2007-11-25,1.01989
2007-12-02,0.938472
2007-12-09,1.00605
2007-12-16,0.893558
2007-12-23,0.939968
2007-12-30,1.18507
2008-01-06,1.55353
2008-01-13,1.30913
2008-01-20,1.21744
2008-01-27,1.36279
2008-02-03,2.20173
2008-02-10,3.1347
2008-02-17,4.20399
2008-02-24,3.98497
2008-03-02,3.17721
2008-03-09,2.93119
2008-03-16,2.45089
2008-03-23,1.91642
2008-03-30,1.45962
2008-04-06,1.21644
2008-04-13,0.911753
2008-04-20,0.797581
2008-04-27,0.859879
2008-05-04,0.525096
2008-05-11,0.461102
2008-05-18,0.346685
2008-05-25,0.384382
2008-06-01,0.467701
2008-06-08,0.497809
2008-06-15,0.316276
2008-06-22,0.419145
2008-06-29,0.562599
2008-07-06,0.423335
2008-07-13,0.297528
2008-07-20,0.234993
2008-07-27,0.585132
2008-08-03,0.410196
2008-08-10,0.17845
2008-08-17,0.316313
2008-08-24,0.307538
2008-08-31,0.375332
2008-09-07,0.303808
2008-09-14,0.300516
2008-09-21,0.326305
2008-09-28,0.341255
2008-10-05,0.456622
2008-10-12,0.5976
2008-10-19,0.446498
2008-10-26,0.550387
2008-11-02,0.629068
2008-11-09,0.797354
2008-11-16,0.791971
2008-11-23,0.800609
2008-11-30,0.824359
2008-12-07,0.891217
2008-12-14,0.896461
2008-12-21,0.886263
2008-12-28,1.00096
2009-01-04,0.628376
2009-01-11,0.791179
2009-01-18,1.33088
2009-01-25,1.55861
2009-02-01,3.55856
2009-02-08,3.891
2009-02-15,3.01494
2009-02-22,2.74621
2009-03-01,1.69174
2009-03-08,1.44048
2009-03-15,1.46484
2009-03-22,0.971706
2009-03-29,0.853485
2009-04-05,0.685797
2009-04-12,0.376908
2009-04-19,0.547198
2009-04-26,1.46204
2009-05-03,1.09738
2009-05-10,1.22786
2009-05-17,0.648152
2009-05-24,0.823621
2009-05-31,1.37514
2009-06-07,1.44933
2009-06-14,1.8476
2009-06-21,0.657668
2009-06-28,0.792866
2009-07-05,0.51783
2009-07-12,0.410307
2009-07-19,0.389722
2009-07-26,0.315146
2009-08-02,0.293901
2009-08-09,0.196452
2009-08-16,0.371016
2009-08-23,0.619181
2009-08-30,0.784916
2009-09-06,0.883805
2009-09-13,1.14757
2009-09-20,1.4646
2009-09-27,1.51308
2009-10-04,1.6257
2009-10-11,2.5068
2009-10-18,4.46761
2009-10-25,6.21051
2009-11-01,9.68812
2009-11-08,7.47055
2009-11-15,4.90291
2009-11-22,2.8278
2009-11-29,1.96982
2009-12-06,1.32415
2009-12-13,1.10431
2009-12-20,1.05806
2009-12-27,1.12733
2010-01-03,0.781852
2010-01-10,0.632696
2010-01-17,0.790784
2010-01-24,0.783799
2010-01-31,0.854759
2010-02-07,0.800757
2010-02-14,0.989387
2010-02-21,0.819106
2010-02-28,0.658079
2010-03-07,0.760086
2010-03-14,0.509447
2010-03-21,0.516424
2010-03-28,0.573968
2010-04-04,0.627147
2010-04-11,0.480886
2010-04-18,0.446048
2010-04-25,0.403118
2010-05-02,0.544571
2010-05-09,0.381845
2010-05-16,0.440724
2010-05-23,0.498855
2010-05-30,0.528899
2010-06-06,0.440879
2010-06-13,0.453756
2010-06-20,0.434432
2010-06-27,0.381214
2010-07-04,0.446611
2010-07-11,0.335783
2010-07-18,0.389147
2010-07-25,0.412654
2010-08-01,0.356796
2010-08-08,0.420547
2010-08-15,0.324615
2010-08-22,0.266723
2010-08-29,0.240131
2010-09-05,0.423526
2010-09-12,0.404256
2010-09-19,0.446418
2010-09-26,0.357445
2010-10-03,0.415796
2010-10-10,0.58519
2010-10-17,0.587396
2010-10-24,0.572541
2010-10-31,0.603793
2010-11-07,0.556758
2010-11-14,0.705164
2010-11-21,0.820865
2010-11-28,0.689018
2010-12-05,0.760426
2010-12-12,0.802437
2010-12-19,1.01492
2010-12-26,1.13074
2011-01-02,0.959888
2011-01-09,1.18688
2011-01-16,1.20524
2011-01-23,1.40872
2011-01-30,1.87486
2011-02-06,1.99294
2011-02-13,2.31154
2011-02-20,2.32248
2011-02-27,1.75247
2011-03-06,1.65827
2011-03-13,1.36504
2011-03-20,1.02294
2011-03-27,1.11948
2011-04-03,0.934313
2011-04-10,0.834506
2011-04-17,0.779753
2011-04-24,0.675821
2011-05-01,0.592222
2011-05-08,0.515393
2011-05-15,0.498389
2011-05-22,0.555332
2011-05-29,0.574262
2011-06-05,0.505594
2011-06-12,0.493534
2011-06-19,0.461867
2011-06-26,0.416608
2011-07-03,0.46983
2011-07-10,0.428519
2011-07-17,0.437277
2011-07-24,0.412251
2011-07-31,0.378898
2011-08-07,0.391519
2011-08-14,0.43582
2011-08-21,0.39558
2011-08-28,0.411796
2011-09-04,0.412723
2011-09-11,0.441039
2011-09-18,0.407422
2011-09-25,0.507688
2011-10-02,0.43974
2011-10-09,0.689897
2011-10-16,0.630234
2011-10-23,0.676542
2011-10-30,0.681778
2011-11-06,0.722186
2011-11-13,0.584198
2011-11-20,0.671443
2011-11-27,0.624269
2011-12-04,0.628389
2011-12-11,0.78979
2011-12-18,0.86589
2011-12-25,1.00526
2012-01-01,0.910657
2012-01-08,0.800414
2012-01-15,0.838438
2012-01-22,0.819739
2012-01-29,0.771312
2012-02-05,0.846266
2012-02-12,0.902132
2012-02-19,0.949344
2012-02-26,0.803368
2012-03-04,0.774284
2012-03-11,0.858635
2012-03-18,0.831097
2012-03-25,0.621933
2012-04-01,0.7515
2012-04-08,0.857187
2012-04-15,0.778564
2012-04-22,0.57168
2012-04-29,0.518703
2012-05-06,0.608604
2012-05-13,0.499494
2012-05-20,0.580681
2012-05-27,0.611205
2012-06-03,0.44987
2012-06-10,0.556763
2012-06-17,0.511904
2012-06-24,0.63164
2012-07-01,0.600682
2012-07-08,0.545703
2012-07-15,0.529763
2012-07-22,0.54242
2012-07-29,0.423858
2012-08-05,0.52453
2012-08-12,0.477967
2012-08-19,0.487765
2012-08-26,0.435526
2012-09-02,0.50659
2012-09-09,0.49204
2012-09-16,0.498207
2012-09-23,0.522411
2012-09-30,0.542445
2012-10-07,0.56065
2012-10-14,0.755333
2012-10-21,0.575156
2012-10-28,0.638644
2012-11-04,0.630983
2012-11-11,0.700343
2012-11-18,0.845412
2012-11-25,0.89633
2012-12-02,1.24499
2012-12-09,1.69905
2012-12-16,2.62753
2012-12-23,3.9292
2013-01-06,3.21719
2013-01-13,3.28461
2013-01-20,3.02114
2013-01-27,2.50428
2013-02-03,2.21254
2013-02-10,1.87401
2013-02-17,1.5552
2013-02-24,1.50586
2013-03-03,1.32621
2013-03-10,1.30083
2013-03-17,1.18804
2013-03-24,1.19612
2013-03-31,1.18515
2013-04-07,1.19767
2013-04-14,1.24114
2013-04-21,1.05995
2013-04-28,0.783118
2013-05-05,0.805735
2013-05-12,0.690938
2013-05-19,0.623383
2013-05-26,0.595752
2013-06-02,0.581825
2013-06-09,0.408342
2013-06-16,0.47561
2013-06-23,0.391668
2013-06-30,0.430542
2013-07-07,0.430427
2013-07-14,0.384096
2013-07-21,0.388478
2013-07-28,0.343594
2013-08-04,0.343561
2013-08-11,0.392263
2013-08-18,0.335119
2013-08-25,0.413557
2013-09-01,0.333156
2013-09-08,0.304002
2013-09-15,0.338289
2013-09-22,0.460903
2013-09-29,0.98459
2013-10-06,0.621395
2013-10-13,0.654441
2013-10-20,0.741983
2013-10-27,0.80209
2013-11-03,0.905562
2013-11-10,0.955454
2013-11-17,0.851659
2013-11-24,0.692049
2013-12-01,0.91993
2013-12-08,0.825554
2013-12-15,1.06768
2013-12-22,1.1724
2013-12-29,1.58812
2014-01-05,1.60948
2014-01-12,1.39198
2014-01-19,1.67317
2014-01-26,1.87667
2014-02-02,2.03318
2014-02-09,2.24365
2014-02-16,1.75096
2014-02-23,1.78771
2014-03-02,1.51318
2014-03-09,1.53377
2014-03-16,1.35777
2014-03-23,1.69082
2014-03-30,1.59596
2014-04-06,1.82481
2014-04-13,1.96088
2014-04-20,1.73466
2014-04-27,1.55579
2014-05-04,1.25236
2014-05-11,1.29032
2014-05-18,1.0337
2014-05-25,0.513504
2014-06-01,0.480187
2014-06-08,0.549795
2014-06-15,0.445091
2014-06-22,0.440756
2014-06-29,0.469904
2014-07-06,0.702276
2014-07-13,0.355917
2014-07-20,0.401355
2014-07-27,0.391262
2014-08-03,0.533088
2014-08-10,0.357373
2014-08-17,0.39934
2014-08-24,0.37084
2014-08-31,0.378678
2014-09-07,0.443777
2014-09-14,0.453362
2014-09-21,0.532114
2014-09-28,0.594496
2014-10-05,0.83061
2014-10-12,0.911129
2014-10-19,0.924083
2014-10-26,0.785985
2014-11-02,1.03529
2014-11-09,1.17701
2014-11-16,1.12824
2014-11-23,1.00111
2014-11-30,1.14027
2014-12-07,1.10299
2014-12-14,1.23213
2014-12-21,1.31102
2014-12-28,1.96586
2015-01-04,1.94392
2015-01-11,2.61241
2015-01-18,3.93773
2015-01-25,3.59462
2015-02-01,3.55818
2015-02-08,3.26275
2015-02-15,2.93637
2015-02-22,1.94445
2015-03-01,1.76866
2015-03-08,1.72719
2015-03-15,1.51214
2015-03-22,1.5203
2015-03-29,1.58312
2015-04-05,1.38746
2015-04-12,1.29744
2015-04-19,1.25879
2015-04-26,1.01564
2015-05-03,1.00593
2015-05-10,0.780414
2015-05-17,0.795374
2015-05-24,0.823276
2015-05-31,0.669392
2015-06-07,0.68428
2015-06-14,0.543381
2015-06-21,0.545817
2015-06-28,0.628069
2015-07-05,0.502202
2015-07-12,0.438622
2015-07-19,0.418749
2015-07-26,0.356937
2015-08-02,0.36071
2015-08-09,0.384903
2015-08-16,0.361836
2015-08-23,0.394007
2015-08-30,0.364309
2015-09-06,0.441444
2015-09-13,0.456994
2015-09-20,0.395333
2015-09-27,0.395111
2015-10-04,0.743302
2015-10-11,0.613241
2015-10-18,0.721747
2015-10-25,0.767136
2015-11-01,0.923337
2015-11-08,0.767975
2015-11-15,0.736201
2015-11-22,0.954736
2015-11-29,0.807851
2015-12-06,0.975831
2015-12-13,1.03668
2015-12-20,1.38302
2015-12-27,1.59869
2016-01-03,1.32779
2016-01-10,1.40757
2016-01-17,1.51447
2016-01-24,1.70905
2016-01-31,1.80717
2016-02-07,1.98555
2016-02-14,1.98808
2016-02-21,1.97011
2016-02-28,2.00001
2016-03-06,2.54487
2016-03-13,2.20908
2016-03-20,2.01418
2016-03-27,2.03999
2016-04-03,1.71028
2016-04-10,1.57636
2016-04-17,1.62583
2016-04-24,1.13344
2016-05-01,1.05605
2016-05-08,0.89892
2016-05-15,0.895756
2016-05-22,0.845762
2016-05-29,0.744632
2016-06-05,0.743073
2016-06-12,0.512698
2016-06-19,0.398488
2016-06-26,0.392526
2016-07-03,0.3677
2016-07-10,0.377947
2016-07-17,0.396991
2016-07-24,0.354401
2016-07-31,0.379867
2016-08-07,0.333124
2016-08-14,0.389443
2016-08-21,0.401698
2016-08-28,0.386442
2016-09-04,0.564664
2016-09-11,0.579147
2016-09-18,0.602019
2016-09-25,0.572983
2016-10-02,0.747602
2016-10-09,0.661232
2016-10-16,0.728388
2016-10-23,0.729991
2016-10-30,0.930192
2016-11-06,0.875037
2016-11-13,0.905197
2016-11-20,0.975827
2016-11-27,0.872621
2016-12-04,0.940337
2016-12-11,1.04872
2016-12-18,1.16982
2016-12-25,1.41861
2017-01-01,1.57644
2017-01-08,1.52411
2017-01-15,1.73987
2017-01-22,2.06524
2017-01-29,2.51375
2017-02-05,3.19221
2017-02-12,3.02522
2017-02-19,3.04746
2017-02-26,2.24694
2017-03-05,2.12586
2017-03-12,2.12868
2017-03-19,1.93583
2017-03-26,2.00149
2017-04-02,2.21679
2017-04-09,1.79559
2017-04-16,1.53009
2017-04-23,1.11883
2017-04-30,0.927764
2017-05-07,0.735565
2017-05-14,0.663237
2017-05-21,0.575517
2017-05-28,0.68094
2017-06-04,0.581094
2017-06-11,0.506065
2017-06-18,0.461712
2017-06-25,0.433945
2017-07-02,0.452428
2017-07-09,0.361889
2017-07-16,0.292155
2017-07-23,0.313797
2017-07-30,0.303233
2017-08-06,0.286054
2017-08-13,0.341359
2017-08-20,0.325429
2017-08-27,0.339203
2017-09-03,0.289899
2017-09-10,0.469752
2017-09-17,0.441854
2017-09-24,0.467866
2017-10-01,0.714489
2017-10-08,0.797907
2017-10-15,0.796885
2017-10-22,0.972133
2017-10-29,0.948321
2017-11-05,1.08227
2017-11-12,1.19375
2017-11-19,1.59658
2017-11-26,1.53606
2017-12-03,1.6577
2017-12-10,1.82267
2017-12-17,2.24475
2017-12-24,2.82739
2018-01-07,2.94107
2018-01-14,2.86319
2018-01-21,3.72799
2018-01-28,4.26588
2018-02-04,5.1923
2018-02-11,5.78721
2018-02-18,5.26147
2018-02-25,4.38854
2018-03-04,3.41332
2018-03-11,2.55242
2018-03-18,2.42643
2018-03-25,2.08403
2018-04-01,2.19066
2018-04-08,2.03106
2018-04-15,1.89908
2018-04-22,1.77098
2018-04-29,1.49462
2018-05-06,1.34454
2018-05-13,0.993134
2018-05-20,0.958522
2018-05-27,1.35103
2018-06-03,0.704539
2018-06-10,0.594143
2018-06-17,0.670237
2018-06-24,0.773475
2018-07-01,0.901473
2018-07-08,0.502517
2018-07-15,0.744742
2018-07-22,0.917575
2018-07-29,0.503441
2018-08-05,0.438464
2018-08-12,0.771223
2018-08-19,0.522858
2018-08-26,0.742772
2018-09-02,0.562611
2018-09-09,0.710041
2018-09-16,0.963654
2018-09-23,1.1805
2018-09-30,0.911966
2018-10-07,1.03086
2018-10-14,1.08774
2018-10-21,1.12386
2018-10-28,1.19283
2018-11-04,1.19766
2018-11-11,1.35746
2018-11-18,1.33773
2018-11-25,1.57641
2018-12-02,1.44648
2018-12-09,1.85285
2018-12-16,1.86306
2018-12-23,2.38787
2018-12-30,3.28271
2019-01-06,3.18242
2019-01-13,3.42535
2019-01-20,3.55477
2019-01-27,3.57481
2019-02-03,3.58926
2019-02-10,3.89612
2019-02-17,3.7116
2019-02-24,3.60201
2019-03-03,3.19202
2019-03-10,3.06531
2019-03-17,2.7549
2019-03-24,2.74656
2019-03-31,2.80535
2019-04-07,2.5126
2019-04-14,2.32854
2019-04-21,2.07354
2019-04-28,1.53044
2019-05-05,1.3091
2019-05-12,1.18267
2019-05-19,1.19221
2019-05-26,0.878322
2019-06-02,0.927145
2019-06-09,0.668269
2019-06-16,0.544277
2019-06-23,0.5499
2019-06-30,0.534487
2019-07-07,0.484564
2019-07-14,0.408034
2019-07-21,0.448593
2019-07-28,0.345966
2019-08-04,0.356161
2019-08-11,0.404319
2019-08-18,0.435879
2019-08-25,0.529895
2019-09-01,0.500663
2019-09-08,0.809818
2019-09-15,1.07275
2019-09-22,0.953149
2019-09-29,1.044
2019-10-06,0.892224
2019-10-13,1.00194
2019-10-20,1.10858
2019-10-27,1.08702
2019-11-03,1.13812
2019-11-10,1.29227
2019-11-17,1.38714
2019-11-24,1.49625
2019-12-01,1.79568
2019-12-08,1.81736
2019-12-15,1.89441
2019-12-22,2.48714
2019-12-29,3.72534
