"date","ILIper100k"
2019-02-25,681.703961346888
2019-03-04,487.443639329202
2019-03-11,462.520109569981
2019-03-18,406.544781791507
2019-03-25,379.099517656358
2019-04-01,325.022887230137
2019-04-08,334.924223394457
2019-04-15,305.745507855827
2019-04-22,244.944035612733
2019-04-29,153.623631087673
2019-05-06,216.235931638183
2019-05-13,183.582333297668
2019-05-20,203.602373818586
2019-05-27,164.49714269414
2019-06-03,143.438830279474
2019-06-10,150.266096212042
2019-06-17,100.12204658233
2019-06-24,135.042995306594
2019-07-01,68.2009964281173
2019-07-08,144.39778450549
2019-07-15,79.5487416835406
2019-07-22,81.826870844192
2019-07-29,89.6860986547085
